Region Rank	Rank	Name	Rating
11	17	Érizabeth	1766.365
86	326	Guacamou	1704.405
131	428	PyProd	1685.992
152	465	Jé_	1681.163
161	488	Dilaw	1678.398
356	942	Flouflou	1641.427
432	1115	Peter	1630.458
543	1332	ApPy	1617.341
562	1372	Astora	1616.078
598	1442	Fire	1613.247
673	1583	Kelly	1608.233
723	1690	Otark	1604.623
797	1849	Kangourou	1599.325
828	1902	Nelsiemon	1597.502
925	2126	Jymann	1589.14
1041	2366	Jo	1581.137
1073	2425	EtheriaDelta	1578.905
1096	2475	Esther	1577.516
1126	2532	Tnerolf	1575.98
1332	2983	Romain	1562.983
1336	2999	Kudo	1562.458
1524	3376	DarkGold	1554.036
1560	3460	MagicKey$	1552.21
1590	3512	Umbreon	1551.291
1598	3523	dylan menil	1551.054
1610	3545	Malux	1550.653
1627	3572	Theobalt	1550.025
1772	3854	Lil Staff	1545.408
1773	3856	Jeremih	1545.37
1790	3894	nicoaja	1544.801
2000	4306	Lilie	1536.96
2018	4348	Malder	1536.242
2039	4385	M1mi	1535.512
2076	4461	Didi	1533.862
2148	4602	Loïc	1531.668
2159	4616	Vincent	1531.322
2174	4645	Minervu	1530.586
2191	4673	Sébastien	1530.048
2262	4817	Old Snake 74	1528.076
2280	4858	Ectha'	1527.435
2364	5020	Nounou-Z	1524.836
2368	5026	ZoroBBL	1524.801
2386	5063	Nicolas	1524.103
2587	5435	Yoye	1518.954
2597	5458	Aurel	1518.665
2617	5492	Lorenzo	1518.349
2637	5533	Louis	1517.907
2650	5564	Paul	1517.501
2653	5573	Marc	1517.338
2758	5775	Bobby	1515.714
2767	5792	TomBac	1515.553
2813	5873	Patou	1514.778
2894	6027	Waluigi	1513.463
2898	6035	Ref	1513.352
2901	6040	Hadrien	1513.327
3006	6222	Armando	1511.316
3024	6262	chef	1510.579
3069	6346	Flens	1509.675
3102	6403	Mat	1509.029
3126	6447	La Gigue	1508.455
3135	6462	DricsVG	1508.279
3186	6555	Alex	1507.073
