Region Rank	Rank	Name	Rating
2844	5932	Pappo	1514.198
2850	5951	JDart	1514.065
2854	5956	Donato	1514.044
2873	5987	Alessandro	1513.798
2902	6041	Violet	1513.315
2923	6078	Simone	1512.959
2990	6184	Rombodituono	1511.806
2993	6196	Rossovivo	1511.673
3007	6224	Mario	1511.297
3017	6250	andu	1510.814
3030	6272	Marco	1510.421
3044	6292	Axily	1510.295
3048	6301	Matteo	1510.205
3055	6318	Ryuu Davin	1509.989
3087	6379	Pher	1509.347
3103	6407	Bies	1508.965
3160	6507	Rino	1507.673
3169	6525	Retr0.exe	1507.467
3225	6627	Ψυχικ Ποισον	1506.071
3230	6640	munturriAle	1505.953
3281	6729	Roki D Cesco	1504.688
3286	6737	Lucy	1504.544
3293	6747	Frank	1504.454
3298	6752	LostEye94	1504.381
3300	6757	Roberto	1504.306
3331	6812	WolborgVGC	1503.751
3340	6827	Damiano	1503.592
3353	6848	Salvo	1503.198
3367	6876	Mino	1502.815
3377	6905	Fox	1502.529
3388	6927	Francesco	1502.321
3427	7002	Barney7	1501.603
3437	7016	Echoes	1501.471
3447	7029	60€	1501.306
3460	7057	Dorian	1500.947
3482	7098	Black	1500.497
3487	7106	Gibbo	1500.403
3510	7139	PasseVGC	1500.128
3511	7141	Ferdi	1500.123
3622	7364	Teddy	1497.505
3656	7426	Dante	1496.76
3675	7460	Laba25	1496.317
3690	7483	Tofu	1495.985
3704	7507	Elisa	1495.697
3711	7524	Rebecca	1495.483
3713	7526	xDreew	1495.468
3717	7535	Succetti	1495.32
3767	7639	Mark	1493.505
3787	7680	Vinci97	1492.933
3788	7681	Morga	1492.931
3844	7781	bea	1491.507
3855	7805	Mónica	1491.173
3862	7819	Jacquelyne	1491.033
3884	7855	Luigi	1490.614
3916	7913	Patro	1489.858
3936	7952	Ale	1489.488
3969	8016	Teo	1488.903
4011	8081	Nicolò	1488.401
4015	8089	Cinavgc	1488.296
4123	8267	Thaios	1486.885
4155	8321	Duga	1486.593
4162	8331	Marco	1486.488
4191	8384	Dario	1486.096
4197	8396	CuoreNero	1486.035
4200	8401	Jack	1486.001
4220	8427	Goron	1485.855
4232	8448	Bartolomao	1485.733
4265	8513	Ale	1485.298
4276	8543	Maro	1485.128
4365	8710	Federica	1483.855
4398	8764	☆Follen	1483.51
4461	8881	Gigi	1482.691
4467	8890	bomber	1482.647
4469	8892	Renzo	1482.632
4470	8896	luck	1482.594
4477	8911	Paolo	1482.477
4484	8918	SonBriggan	1482.441
4508	8960	Samuel	1482.143
4529	8998	Stewie	1481.804
4536	9011	Rosso	1481.713
4559	9040	Pat	1481.515
4566	9050	Leo&Babbo	1481.462
4571	9058	Den	1481.305
4606	9112	Marek	1480.715
4628	9148	tia	1480.327
4630	9151	Emlyn	1480.3
4637	9164	Alex	1480.133
4644	9176	ZoRa	1479.954
4669	9232	M i r k o	1479.462
4679	9261	Frankie	1479.032
4687	9272	Stefano	1478.816
4696	9285	Riccardo	1478.601
4697	9286	Nega	1478.571
4700	9291	Wilma	1478.462
4770	9420	Nova	1476.49
4771	9421	Paz	1476.483
4817	9509	Valentino	1475.288
4843	9566	Andrea	1474.634
4905	9683	Axer	1473.194
4953	9772	Will	1472.198
5021	9904	Salvio	1470.903
5041	9933	Horaz	1470.682
5055	9954	andrea	1470.446
5065	9970	Pas	1470.247
5096	10020	Nana	1469.791
5101	10026	Filippo	1469.667
5105	10031	EEE Juan	1469.606
5158	10122	Caflisch	1468.673
5170	10137	Ricky	1468.513
5200	10181	Fran	1468.181
5208	10192	Spike	1468.083
5245	10266	Francesco	1467.25
5257	10301	Ester	1466.905
5291	10350	Valerio	1466.395
5357	10461	Teto	1464.915
5365	10471	Tia	1464.677
5367	10475	Davibay	1464.639
5382	10503	Ross-D-Ace	1464.171
5396	10533	Lucooze	1463.673
5408	10550	Andrò	1463.296
5421	10574	Chie	1462.857
5433	10597	Fewde	1462.497
5444	10614	Sparta	1462.157
5502	10723	Gianni	1460.705
5669	11021	Nezakh	1458.218
5676	11034	Seba	1458.155
5682	11046	Riken	1458.072
5702	11073	Park	1457.858
5711	11085	Gioele	1457.79
5725	11108	GUSTAVO	1457.649
5759	11163	Marco	1457.337
5767	11179	Ryuk	1457.26
5768	11181	Paul	1457.225
5774	11190	DigioVGC	1457.179
5785	11205	Paul	1457.115
5802	11229	ROMASS	1456.963
5807	11238	Lale	1456.918
5839	11292	Giusx	1456.678
5861	11332	Xavie	1456.429
5907	11414	Usagi	1455.967
5937	11472	Alessandro	1455.72
5999	11580	Jennifer	1455.239
6040	11649	Raffo	1454.946
6044	11654	Samu	1454.913
6055	11673	Gianluca	1454.832
6083	11735	Gennaro	1454.535
6113	11802	Simo93	1454.27
6173	11917	Lorenzo	1453.783
6176	11920	Ronny	1453.765
6181	11927	Alberto	1453.728
6209	11970	Kyooby	1453.49
6255	12041	Markatteo	1453.205
6267	12059	Fengel	1453.115
6348	12184	Michele	1452.441
6381	12248	gimmy86	1452.091
6442	12342	Dany	1451.491
6445	12348	Yuuichi	1451.455
6461	12378	Maikee	1451.228
6462	12380	Camy	1451.202
6488	12425	Klaus	1450.853
6537	12499	attapeppe	1450.167
6546	12515	Gnateo	1450.043
6584	12586	Mina	1449.306
6602	12616	Pzz36	1449.003
6615	12638	Francesco	1448.744
6645	12681	IvyBloom	1448.093
6650	12688	Pétalin	1448.031
6716	12809	Samu	1446.165
6800	12955	Nino	1444.196
6836	13036	Manu	1443.051
6850	13060	Diego	1442.758
6893	13122	Angel	1442.284
6938	13193	Juliana	1441.62
6939	13194	NiC	1441.611
6940	13195	Drew	1441.609
6967	13246	Giandomenico	1441.04
7001	13302	TONY9	1440.445
7002	13303	Aurelio	1440.438
7043	13369	Mattia	1439.814
7070	13407	Fabio	1439.451
7156	13540	Tom	1437.99
7161	13553	PAOLemoji	1437.782
7170	13572	Andrea	1437.554
7172	13574	Mike	1437.535
7209	13637	Dany	1436.599
7213	13643	Florian	1436.503
7222	13655	Lociam	1436.344
7233	13670	Nello	1436.018
7307	13776	Gag	1434.173
7321	13800	James	1433.833
7349	13841	Dandy	1433.071
7385	13896	Andre	1432.062
7443	13999	Er Re	1429.941
7450	14013	Chrisss	1429.685
7498	14095	Fauno	1428.029
7541	14154	Pietro	1427.188
7563	14184	Pizza	1426.741
7597	14231	Fadebruh	1426.001
7615	14263	Tommy	1425.689
7636	14293	Viola	1425.122
7651	14317	Gianfrazzio	1424.671
7653	14319	Lazza	1424.633
7662	14336	Falcon	1424.288
7723	14422	Fracco	1422.851
7725	14425	TTL-Fearless	1422.774
7780	14504	Ghecy	1421.016
7802	14542	Pro4tomico	1420.176
7813	14558	Luca	1419.709
7815	14560	Felix	1419.666
7816	14562	Jagio	1419.608
7820	14568	Flaminia	1419.456
7842	14604	Edward	1418.687
7875	14660	CoredLust	1416.84
7899	14697	VISENYA	1415.642
7906	14708	Perla	1415.285
7929	14739	jack	1414.639
7979	14823	Jack	1412.544
8009	14876	N	1410.892
8026	14903	simogioale	1410.083
8047	14933	VINZ	1409.199
8051	14938	Ayanami	1409.11
8085	14986	Roy Free	1407.812
8095	15001	Roberto	1407.284
8097	15003	Justeen J	1407.123
8136	15063	raf	1404.869
8143	15071	Link	1404.405
8153	15084	Dario	1403.642
8159	15095	Zero	1402.986
8176	15117	Mike	1402.353
8205	15164	Kederf	1400.421
8226	15193	Dalila	1399.224
8230	15197	Zanmy	1398.998
8231	15198	zrofs	1398.973
8254	15227	Goldtingle	1397.729
8262	15237	Pr1ncip3	1397.405
8269	15246	Giuraгdo	1396.977
8310	15307	Jorko	1393.404
8311	15313	Schio	1393.131
8319	15324	Massimo	1392.665
8320	15326	Neko	1392.487
8323	15332	Gian	1392.336
8529	15623	Falcon	1373.734
8546	15648	Ariel	1371.509
8556	15658	Theo	1370.416
8557	15659	Bere	1370.325
8614	15742	CHRELI <3	1363.235
8625	15754	Donalla	1362.105
8640	15771	Leonard	1359.729
8653	15785	Luca	1358.519
8668	15802	Tonycolo	1356.813
8700	15848	Anto	1351.182
8712	15867	Umberto 	1349.659
8820	15999	F00RLA	1318.029
8823	16002	urkteo	1317.701
8845	16028	Chopper	1308.732
