Region Rank	Rank	Name	Rating
7	10	Louis	1775.841
23	152	Michi	1742.547
26	172	Pres	1739.628
162	489	Glenn	1678.262
186	544	Sebixxl	1671.96
195	565	Alexander	1669.909
197	569	Swiftasy	1669.535
254	719	Jannik	1656.904
296	818	Goldjunge	1649.324
309	850	Vit	1647.271
325	880	Fabi	1645.342
350	932	Porengan	1642.134
357	943	AngoVGC	1641.425
367	965	Singi	1640.028
375	976	Wowa	1639.376
379	985	Laurin	1638.564
408	1064	Choc	1633.647
424	1095	SiegEye	1631.466
473	1203	Deniz	1624.481
485	1230	20Luggi80	1623.198
510	1273	Simon	1620.545
536	1317	Sala335	1617.984
541	1327	Tino	1617.577
589	1426	Zodiac	1613.842
623	1492	Sui	1611.316
650	1535	Doc	1609.923
662	1555	Maximus	1609.126
669	1570	Figo-44	1608.639
717	1674	Jordi	1605.162
799	1854	Florian	1599.227
811	1868	Sarah	1598.64
888	2044	King Blex	1592.285
928	2133	G-Joker	1588.894
977	2218	M1ou	1586.118
1012	2311	Rieke	1582.514
1014	2314	Kevin	1582.44
1025	2331	PICOLLO	1582.066
1036	2352	Paul	1581.499
1085	2446	NWE~Python	1578.283
1095	2474	Fabi	1577.567
1106	2500	Patrick	1576.844
1131	2544	AdiDerBoss01	1575.464
1253	2815	Erebos	1567.581
1255	2824	Jasmina<3	1567.325
1260	2840	Ryan	1566.851
1292	2895	Max	1565.458
1294	2900	Karlsberg	1565.362
1298	2909	Sirox	1564.934
1324	2960	NiloVGC	1563.607
1339	3004	Choci	1562.414
1381	3090	Ares	1560.305
1408	3138	Ceddy	1559.089
1412	3147	Andi	1558.847
1427	3178	Skylani	1558.18
1428	3179	Mönne	1558.168
1440	3205	Cactusmax	1557.604
1572	3476	Mareen	1551.952
1592	3514	EntenghostGT	1551.223
1599	3525	Fabi	1551.028
1603	3531	Soenka	1550.939
1634	3587	Flobert	1549.613
1642	3601	LukasVGC	1549.366
1643	3602	Donnerfuss	1549.358
1661	3633	peter	1548.703
1722	3753	Patrick	1546.823
1745	3800	Maxi	1546.108
1747	3802	Vossi	1546.073
1751	3814	Basic	1545.953
1754	3817	Florian	1545.896
1764	3841	Seth	1545.626
1826	3951	Dominik	1543.631
1878	4062	Saminka	1541.23
1903	4119	anboxing	1540.229
1910	4130	Bianca	1540.092
1913	4135	robbe	1539.956
1949	4208	Hendrik	1538.682
1953	4214	Thunderlord	1538.618
2019	4349	Gabo	1536.227
2026	4359	Fritz	1536.016
2046	4405	Fabi	1535.225
2101	4513	Berger	1532.998
2138	4582	Dante	1531.968
2175	4646	Donny	1530.561
2190	4672	Cedric	1530.053
2242	4783	tizi	1528.527
2263	4819	Isshki	1528.011
2264	4823	Meros	1527.981
2273	4843	Juli♥	1527.708
2293	4887	Patrick	1526.999
2297	4895	Lisa	1526.927
2323	4946	Moth	1526.072
2344	4980	Morris	1525.36
2385	5062	Schmiddy	1524.118
2392	5073	PeterG420	1523.906
2394	5077	Tos	1523.865
2407	5097	Shpejtima	1523.544
2408	5098	BLIXT	1523.542
2448	5171	Flo	1522.353
2474	5222	D	1521.618
2498	5275	Marcel	1520.858
2524	5314	colspan	1520.362
2538	5337	Snackboy	1520.06
2542	5347	FoxTheOne	1519.958
2574	5413	Robin	1519.187
2596	5457	Tsuki	1518.668
2606	5470	Lurch	1518.557
2607	5471	Symca	1518.55
2616	5491	Aarion	1518.35
2636	5532	Simon	1517.908
2639	5537	Paldea-Enty	1517.871
2686	5643	Tommek	1516.776
2693	5652	Jason	1516.711
2703	5673	Ciri	1516.573
2730	5721	Yoshi	1516.191
2737	5731	Santoryu	1516.11
2746	5751	Norris	1515.932
2774	5801	Robby	1515.464
2775	5802	Zemzen	1515.446
2780	5808	Simon	1515.4
2783	5817	Ryuuzaki	1515.304
2789	5833	Auryn	1515.175
2847	5940	èl Mo	1514.138
2853	5954	Kathi	1514.046
2943	6116	Tommy	1512.462
2958	6139	Schomer	1512.218
2972	6155	NeoBlackbelt	1512.059
2983	6172	Salvy	1511.939
2994	6198	Felix	1511.664
3040	6287	Daiki	1510.326
3041	6289	Sweety	1510.321
3084	6373	Simi	1509.378
3100	6399	Demo	1509.089
3132	6456	Fame2	1508.341
3158	6505	Benne	1507.68
3168	6523	Jannik	1507.47
3222	6622	Max	1506.134
3223	6624	Night	1506.12
3250	6674	Lukas	1505.383
3253	6677	Lukky	1505.314
3258	6685	adel	1505.193
3270	6705	Chris	1504.903
3272	6708	Kugelblitz	1504.881
3285	6736	Tobi	1504.557
3302	6761	Max	1504.263
3431	7007	Snomnie	1501.56
3433	7011	Kilian	1501.514
3448	7030	Felix	1501.298
3449	7031	Brix	1501.295
3497	7120	Dome	1500.257
3543	7210	Benny	1499.492
3551	7227	Adrian	1499.288
3608	7340	MightyMike	1497.889
3619	7360	iM Tengen 	1497.534
3669	7451	Sin	1496.371
3673	7457	Zack	1496.341
3693	7488	Marcel	1495.86
3696	7494	Shõto	1495.808
3728	7561	Alice Nakiri	1494.975
3742	7596	eneco226	1494.317
3749	7614	Jojo	1493.901
3799	7703	Lexi	1492.713
3816	7733	gohan92	1492.17
3839	7773	Bennon	1491.628
3851	7801	Makise	1491.273
3853	7803	Zandee	1491.269
3856	7806	NWE~KoBrA	1491.169
3908	7900	SinNed	1490.067
3942	7964	Noah	1489.311
3954	7988	Ghoul	1489.128
3977	8029	Kaiusco	1488.823
3996	8057	Giottas	1488.64
4000	8065	Benji	1488.554
4034	8123	Ancoly	1488.05
4042	8133	Prime	1487.961
4077	8199	Dani	1487.377
