Region Rank	Rank	Name	Rating
28	187	Carroll14	1738.681
31	202	Elsa	1734.093
43	243	Josué	1722.433
56	274	Irina	1713.67
81	319	xHakaix	1705.434
83	321	Fan	1705.111
89	330	Javi	1703.798
100	357	JG	1698.423
109	375	Mario	1695.08
156	469	Dios	1680.926
166	499	Benji	1676.982
182	531	Alexis	1673.483
189	554	isaias	1670.889
190	555	Ssaancheez	1670.862
198	574	Victorius	1669.144
203	584	Adri	1668.393
212	603	Jανι♡†	1666.558
219	618	Guille	1664.811
224	629	~SKALARI~	1664.073
250	710	Mónica	1657.331
251	711	Juanma	1657.197
253	714	Bach	1657.032
259	728	Mary	1656.22
266	744	Àlex III	1655.204
267	745	Juaco	1655.014
277	775	Ismael	1652.831
282	784	Canovax	1652.019
306	845	Leiva24	1647.813
316	865	Nash	1646.056
333	898	Adri	1644.368
339	912	Diego	1643.321
351	935	CansecoChánn	1641.995
369	967	TeisonVGC	1639.932
378	984	Maverick	1638.658
385	1001	VictorJColl	1637.628
387	1013	Javi R.	1636.973
389	1017	Purple	1636.668
396	1035	Maestro Ninu	1635.484
401	1048	Reki	1634.598
419	1088	Pepemi	1631.644
425	1096	Víctor	1631.423
434	1119	Lledó	1630.141
449	1154	Sergi	1627.497
450	1155	Rubistóteles	1627.445
457	1170	David Ale	1626.741
459	1172	Kevid	1626.602
469	1198	David	1624.796
475	1206	Tricejer	1624.35
494	1250	TG TR Kid	1622.053
534	1315	David	1618.207
535	1316	CpGame	1618.174
539	1321	sasa	1617.862
556	1359	Ceguz	1616.443
583	1419	Jejemena <3	1614.29
584	1420	PatxiJoker	1614.228
600	1445	Varo	1613.16
611	1472	Midnight	1612.297
621	1488	Henrique	1611.36
627	1498	BenjiCumbias	1611.097
631	1505	ReyOscuro	1610.872
632	1506	FRAN	1610.858
634	1508	mrpastrana	1610.761
637	1515	DaniHotaku	1610.634
640	1522	Sebba	1610.4
643	1525	Manu	1610.328
653	1539	ANGEL.	1609.795
668	1568	Yuuki	1608.763
676	1590	Pablo	1608.029
693	1621	Jamie	1606.895
697	1626	Eteyo	1606.687
700	1640	Meins	1606.075
703	1648	Pat	1605.964
715	1672	Lobo	1605.205
724	1691	Alex	1604.59
744	1732	Uriel	1603.301
746	1734	Rikku	1603.138
757	1761	Gaspar	1602.375
768	1786	Manuel	1601.695
775	1802	Roberto	1601.245
781	1815	PateoDaSilva	1600.891
795	1844	wajeee	1599.514
802	1858	IVeygon	1599.079
810	1867	Pako Glitch	1598.747
816	1877	Andrés	1598.31
826	1899	Victoria	1597.575
829	1903	jeereemy7_	1597.494
849	1946	Jaime	1595.948
857	1962	MS~Sho	1595.242
860	1971	Eryn	1594.984
892	2052	Nico	1592.043
905	2080	Calatrava	1590.876
907	2085	Decy	1590.785
910	2089	Alexis	1590.685
921	2113	Eduardo	1589.848
922	2116	Regis Regis	1589.594
923	2117	Oscarin	1589.491
924	2121	Gaia	1589.363
931	2141	Gian	1588.703
934	2148	Rubén	1588.394
937	2154	sisio	1588.116
943	2162	Lobon	1587.842
948	2172	Zaphkiel	1587.683
953	2178	Unni	1587.524
955	2183	Julio Lobo	1587.276
957	2186	Echelon	1587.227
958	2187	Juan	1587.212
972	2205	Alvaro Senju	1586.454
973	2206	ffredes	1586.449
1000	2283	Jorge	1583.483
1009	2308	Boza	1582.716
1020	2321	Scarlett	1582.3
1034	2349	Josh	1581.713
1042	2367	Khordy	1581.085
1051	2387	Topo	1580.229
1053	2390	Alfonso	1580.158
1067	2415	Jumice	1579.239
1075	2431	Jose Manuel	1578.678
1078	2434	Hugo	1578.622
1079	2435	Anubis	1578.584
1081	2438	Uva	1578.415
1083	2444	papi	1578.32
1088	2449	Juanfi	1578.198
1090	2454	sadLouie	1578.12
1093	2460	Sofia	1578.042
1094	2468	PokeVik	1577.751
1107	2501	Guille	1576.84
1113	2513	Luixen	1576.467
1114	2514	urprincess11	1576.442
1135	2553	Jordi	1575.23
1144	2568	PitufoMoreno	1574.86
1147	2573	Puch	1574.681
1159	2600	Zaiko	1573.931
1169	2619	Juan	1573.495
1189	2684	Leo	1571.581
1191	2687	DarkyMaster	1571.488
1216	2727	Mako	1570.139
1223	2740	VENUS	1569.881
1227	2749	Pedro J	1569.718
1235	2767	E-LEVEN	1569.109
1251	2805	UnBanLobitos	1567.826
1259	2836	XiiKiiLiiN	1566.911
1264	2846	Elias91	1566.702
1267	2852	Barthozze	1566.517
1273	2860	FAC0	1566.304
1283	2879	★♪Rai♪★	1565.782
1284	2880	Omar	1565.775
1301	2912	Alucar	1564.89
1309	2931	ANGEL	1564.312
1323	2959	Faust	1563.61
1340	3008	Tito	1562.239
1344	3014	IHancocKI	1562.031
1346	3022	RukaAttack	1561.85
1352	3030	Alatz	1561.742
1361	3044	Jorge	1561.438
1363	3050	Imanol	1561.343
1365	3053	Fabricio19jr	1561.23
1392	3108	Adrián	1560.004
1395	3111	Oden	1559.965
1398	3120	TreckZoro	1559.749
1422	3169	ЯНÆИУЯΑ	1558.298
1442	3207	Zeny675	1557.58
1445	3211	Medal	1557.278
1458	3241	Yuks	1556.699
1460	3243	Willy	1556.643
1466	3257	Timon	1556.409
1473	3271	Xpartaz	1556.286
1485	3292	Skymer	1555.872
1490	3303	Ivan	1555.742
1493	3309	rayista	1555.634
1508	3340	Rixoh	1554.849
1512	3352	Ella	1554.456
1523	3375	Chest	1554.05
1526	3388	Gerard	1553.794
1538	3414	Olga	1553.159
1540	3419	Avilés	1553.044
1546	3428	cosepy	1552.933
1553	3442	Miguel	1552.676
1556	3450	Borja	1552.436
1557	3452	Kera	1552.382
1562	3463	Ramón	1552.179
1570	3472	Jota	1552.001
1577	3485	Charanda	1551.792
1579	3488	Maestro	1551.775
1588	3506	Renan VIII	1551.346
1593	3515	Sal$o	1551.207
1595	3520	Ethan	1551.15
1623	3565	Alexid	1550.136
1624	3567	Kynt3	1550.119
1625	3569	Adri	1550.085
