Region Rank	Rank	Name	Rating
6579	12578	阿容	1449.394
6580	12579	pon	1449.367
6585	12587	柚子	1449.305
6623	12652	木更♡	1448.61
6640	12675	傑銘	1448.191
6654	12695	Kitten	1447.925
6668	12722	夏日冰茶	1447.52
6686	12756	MarCo	1446.952
6728	12825	戀愛精靈	1445.954
6762	12884	紺野木綿季	1445.134
6780	12921	Jack	1444.531
6823	13001	YWZ	1443.483
6828	13016	Cyndi	1443.233
6932	13186	收藏家PAI	1441.661
6992	13285	奧索里奧	1440.6
7021	13329	kakoui	1440.204
7154	13538	yob	1438.022
7158	13544	Tucker	1437.939
7171	13573	大奇哥	1437.546
7197	13612	沈默的熊	1437.034
7204	13625	孫李	1436.819
7210	13638	俞仔	1436.57
7288	13749	小紫	1434.788
7398	13916	派瑞	1431.55
7500	14098	力王	1428.006
7565	14186	Joey	1426.719
7625	14278	奭	1425.453
7652	14318	AC	1424.65
7692	14375	CHlNG	1423.656
7710	14403	無極凌	1423.118
7739	14443	Reiz	1422.47
7750	14458	鳳天凌	1422.178
7756	14466	苙頫佤忒	1421.913
7781	14507	AlEx	1420.849
7908	14710	天羽漩渦	1415.231
7915	14721	shimra	1415.056
7992	14849	查爾斯	1411.799
8025	14902	Kennyy	1410.14
8070	14966	傑哥	1408.353
8083	14983	農會人	1407.898
8087	14989	龜伯	1407.706
8109	15019	夏美	1406.601
8251	15224	因幡逸	1397.818
8330	15344	T-Lam	1391.431
8387	15417	卡其脫離太	1387.15
8406	15444	桃面狐	1384.821
8412	15452	Z	1384.348
8464	15518	Howard	1380.484
8609	15737	紅玉	1363.675
8626	15755	Hugoyu	1362.086
8792	15961	Thomas	1330.179
