Region Rank	Rank	Name	Rating
4358	8375	Fableo	1485.53
4361	8386	Jógeto	1485.454
4376	8406	Zilka	1485.328
4381	8416	Krad	1485.248
4399	8449	Dominik	1485.073
4406	8470	Frida	1484.914
4413	8484	LouTheFou	1484.798
4418	8492	Capri	1484.767
4421	8498	Skermon	1484.743
4426	8507	Tray	1484.676
4428	8514	FoxTheOne	1484.654
4499	8644	Marcel	1483.746
4506	8655	Meli	1483.676
4560	8761	Nils	1482.946
4605	8841	Norris	1482.397
4606	8842	Antonio	1482.358
4625	8885	Shenga	1481.991
4639	8910	Jasmina<3	1481.742
4640	8912	Coolcat	1481.715
4641	8914	Crisz	1481.704
4643	8916	Jasmin	1481.693
4655	8934	Fabi	1481.487
4664	8950	Marco	1481.372
4704	9026	Christian	1480.626
4733	9073	Simooon	1480.018
4742	9089	Ralf	1479.831
4743	9090	Clemenzio	1479.826
4781	9157	Avengy	1478.851
4783	9158	Xaris	1478.83
4787	9172	Paul	1478.721
4844	9273	Dome	1477.191
4851	9285	Ryan	1477.012
4882	9339	Kriz	1476.299
4948	9450	Ozan	1474.831
4952	9456	Lucas	1474.693
4961	9472	Tom	1474.531
4969	9480	Sebi	1474.46
4979	9499	Ede	1474.213
5017	9567	Age	1473.432
5018	9568	Lars	1473.405
5023	9576	Stephan	1473.359
5027	9585	Rin	1473.191
5038	9599	Sascha	1473.082
5061	9640	Tarik	1472.66
5079	9674	Thorben	1472.329
5113	9739	Vossi	1471.735
5161	9818	Ike	1471.05
5170	9829	Tim	1470.985
5171	9830	Jonas	1470.983
5186	9854	Shõto	1470.806
5248	9966	Simon	1469.684
5271	10012	Ares	1469.305
5285	10042	Zobirisking	1469.016
5297	10059	Haku	1468.837
5299	10062	Fake_NPC	1468.804
5328	10110	Hostile	1468.228
5334	10118	Butters	1468.1
5339	10126	Seth	1468.053
5349	10142	Max	1467.914
5363	10174	Robin	1467.512
5373	10187	YÄSSIN	1467.314
5396	10226	Wado	1466.991
5403	10241	Frieber	1466.836
5407	10247	Andre	1466.752
5457	10340	Fenix	1465.473
5461	10348	FwieFisch	1465.331
5486	10391	Leo	1464.668
5532	10477	Time2Shine	1463.561
5539	10492	Juli203	1463.32
5567	10537	SweetJ★	1462.582
5597	10581	Dani	1461.821
5598	10584	Lustar3000	1461.782
5614	10611	Michelle	1461.356
5623	10626	Johnny	1461.182
5629	10638	Alex	1461.049
5633	10644	Matteo	1460.974
5646	10672	Ash	1460.586
5657	10689	Arisey	1460.427
5659	10691	Ines	1460.405
5673	10708	Jonas	1460.188
5705	10765	Night	1459.576
5710	10775	Deoqtx	1459.448
5731	10808	Marcel	1459.169
5746	10840	N!k!	1458.873
5765	10878	Konstantin	1458.51
5771	10893	Makali	1458.39
5775	10899	Harod	1458.35
5780	10910	Caesar	1458.222
5799	10937	Jens	1457.995
5800	10938	Scramix	1457.989
5813	10957	Martin	1457.865
5849	11031	UrbKing	1457.351
5851	11034	Marino	1457.342
5854	11037	Mew	1457.316
5860	11045	Amendus	1457.276
5870	11067	Schnecki	1457.153
5871	11068	Swiftasy	1457.15
5901	11124	Rayan	1456.826
5908	11137	Marissa	1456.758
5919	11156	Emil	1456.692
5943	11195	Hakan	1456.553
5969	11237	Raphael	1456.367
5970	11239	Kai	1456.364
5971	11241	Fabi	1456.36
6009	11303	Mark	1455.973
6047	11382	Stella	1455.572
6049	11386	Kenny	1455.559
6056	11396	Domenic	1455.525
6064	11407	Serena	1455.48
6082	11436	Nico	1455.378
6085	11440	Kim Hean	1455.353
6091	11456	Annelchen	1455.262
6101	11477	Basti	1455.135
6128	11524	Isa	1454.954
6140	11550	Gengy	1454.86
6141	11552	Aaron	1454.856
6170	11608	Typman	1454.576
6179	11624	YamiStef	1454.526
6198	11655	Jeremy 	1454.405
6204	11665	Edelgard	1454.381
6218	11700	Passi	1454.238
6221	11706	Ryan	1454.193
6251	11748	SkillerCS	1454.005
6277	11802	Yelanah	1453.784
6282	11810	Niels	1453.739
6292	11823	Leo	1453.701
6307	11853	Melvin	1453.499
6310	11861	Sascha	1453.465
6315	11869	Dark-Chan	1453.446
6321	11879	Daniel	1453.398
6329	11895	ASH	1453.332
6331	11900	Erhan	1453.319
6332	11901	Daniel	1453.318
6337	11909	Pascal	1453.262
6339	11910	PolterGengy	1453.261
6346	11933	Kaolin	1453.17
6369	11978	Adrian	1453.009
6374	11986	Osiris	1452.991
6379	12003	Asuna	1452.903
6390	12020	Seisch	1452.849
6416	12069	Anton	1452.646
6447	12130	Lukas	1452.38
6471	12170	Daniel	1452.178
6472	12171	Hoang	1452.175
6474	12175	Mirko	1452.166
6476	12180	Akani	1452.137
6494	12216	Fabi	1451.942
6496	12227	Shiku	1451.876
6522	12275	Michel	1451.627
6531	12292	XXCooki	1451.547
6578	12391	Ahmet	1450.913
6605	12436	Luca	1450.679
6618	12458	Mirai	1450.499
6627	12476	Pokecemp	1450.326
6634	12492	Till	1450.254
6642	12504	Nicholas	1450.172
6658	12534	Michilein	1449.857
6661	12537	PeterG420	1449.783
6684	12584	Rajko	1449.293
6707	12637	PolterGengy	1448.541
6744	12709	Shemmeman	1447.198
6763	12734	El Uwu	1446.705
6778	12756	Justin4746	1446.284
6790	12770	Gold	1446.115
6808	12801	Snow	1445.585
6824	12831	Florian	1445.276
6858	12897	Nexutos	1444.455
6924	13002	Sabrina	1442.922
6939	13029	Erik	1442.562
6940	13030	Martin	1442.519
6957	13053	Zephyr	1442.316
6960	13061	Jason	1442.235
6991	13112	Pirsich	1441.744
7002	13129	Mia	1441.531
7026	13166	Nova	1441.133
7043	13195	JB	1440.88
7060	13223	Airjump	1440.658
7061	13225	Alex	1440.654
7078	13254	Schosch	1440.306
7083	13267	Fabi	1440.168
7085	13271	Chris	1440.116
7108	13303	Sweety	1439.71
7109	13307	Robin	1439.663
7121	13326	Triss K.	1439.453
7123	13328	AXEL	1439.448
7127	13335	Gengy	1439.313
7137	13357	Sven	1439.131
7142	13370	Philipp	1439.041
7147	13377	Lars	1438.963
7165	13411	ASH	1438.542
7171	13421	Auri	1438.43
7180	13434	Ellton	1438.333
7204	13476	Jakob	1437.877
7210	13485	Micha	1437.802
7219	13497	Glück7	1437.693
7224	13506	Daiki	1437.565
7239	13535	Justinflow98	1437.274
7249	13547	Zino	1437.113
7274	13586	Max	1436.64
7276	13590	Param Jit	1436.591
7279	13595	Kampfstube	1436.432
7283	13600	Thomas	1436.326
7296	13627	Enzo	1435.923
7304	13639	Joshua	1435.722
7306	13642	Effe	1435.672
7327	13686	Chris	1434.666
7340	13700	Lysn	1434.291
7419	13824	JuliHD	1431.803
7439	13852	Juli♥	1431.152
7446	13861	Bo	1430.956
7447	13862	Dieser Boy	1430.937
7450	13867	Jason	1430.821
7468	13896	Schweini	1430.231
7534	13998	Mo	1428.056
7549	14021	Dany	1427.651
7581	14071	Finn	1426.685
7602	14112	Jasko	1426.181
7635	14164	Ðarth~SyŁÅR 	1425.265
