Region Rank	Rank	Name	Rating
1	384	상자	1686.905
2	606	8A2BE2	1660.328
3	760	푸름	1649.313
4	938	월향♪	1637.898
5	1040	실크	1630.336
6	1071	키타이쿠요	1628.737
7	1136	Spring	1625.452
8	1242	상원	1619.193
9	1243	아드리앙	1619.122
10	1289	진원	1617.319
11	1426	권혁주	1612.322
12	1486	마를린	1610.544
13	1577	나연♥	1607.428
14	1587	예나	1607.123
15	1649	산 남자	1604.949
16	1710	실험용생쥐	1603.031
17	1780	CAZ	1600.976
18	1901	우동	1596.559
19	2131	앙곰쪼	1587.463
20	2148	뽀삐	1586.675
21	2254	승뱅	1583.115
22	2304	바이올렛	1581.542
23	2542	쥬다이	1575.614
24	2641	태리스탈	1573.009
25	2681	오프너	1571.988
26	2713	에플	1570.776
27	2766	치토	1569.131
28	2775	얀이	1568.77
29	2890	오트밀	1565.584
30	2928	탕아	1564.796
31	2943	나엘	1564.563
32	2954	휘성	1564.265
33	2960	카시다	1564.084
34	3054	리아나	1562.25
35	3085	갈비	1561.58
36	3194	캐티	1559.247
37	3201	델라	1559.132
38	3213	갓렐뜨	1558.935
39	3242	스카이루트	1558.157
40	3274	새미새미	1557.544
41	3326	멍청이	1556.179
42	3384	홍쓰 ★☆ 	1555.01
43	3400	히히히	1554.378
44	3469	치클리스	1553.163
45	3652	부엉이	1548.806
46	3731	나원	1547.296
47	3754	핫삼	1547.005
48	3776	joker	1546.559
49	3801	제천조	1546.122
50	3899	상미분방정식	1544.595
51	3952	무호	1543.469
52	4117	정현	1540.285
53	4311	레이하루	1536.865
54	4374	푸름	1535.76
55	4422	판지	1534.962
56	4531	쫑	1533.047
57	4562	니르호그	1532.625
58	4607	현수	1531.918
59	4623	김에이	1531.626
60	4687	펜원	1530.532
61	4788	디긋다	1529.081
62	4869	푸름	1527.424
63	4974	재순	1525.859
64	5084	방학동수정궁	1524.166
65	5178	미서아	1522.693
66	5260	Rv.Mt	1521.29
67	5474	미노	1518.447
68	5477	라떼	1518.43
69	5600	테나	1517.234
70	5623	무르무르	1517.013
71	5983	치비	1513.536
72	6162	요테귀엽	1511.766
73	6486	소리	1507.424
74	6550	안나	1506.405
75	6771	굉굉곰	1503.415
76	6851	카즈마	1502.435
77	6882	닌하잠	1502.224
78	7015	김세진	1500.775
79	7023	정원	1500.717
80	7041	초승달	1500.534
81	7147	케이	1499.283
82	7152	7dn	1499.206
83	7154	SIUUUU	1499.188
84	7182	Jangeo	1498.808
85	7227	코른	1498.144
86	7228	지훈	1498.125
87	7290	쿠키	1497.416
88	7297	다트	1497.348
89	7442	경민	1495.554
90	7497	상진	1494.882
91	7811	마젠타	1489.916
92	7980	Shiho	1488.171
93	8006	호에엥	1487.994
94	8024	레드	1487.866
95	8056	무쇠뚝배기	1487.595
96	8071	한트코베인	1487.484
97	8098	김민서	1487.247
98	8273	Snow	1486.162
99	8380	Eccen	1485.512
100	8422	Ezic	1485.199
101	8544	박선우	1484.396
102	8574	글레이버	1484.177
103	8616	수체	1483.904
104	8845	체셔	1482.29
105	8852	래스프	1482.23
106	8866	존카	1482.091
107	8879	Chan	1482.036
108	8903	동자	1481.825
109	8920	신지훈	1481.667
110	8954	보민	1481.361
111	9038	호철	1480.466
112	9082	오성	1479.921
113	9314	진규	1476.687
114	9321	침묵	1476.577
115	9467	규태	1474.571
116	9679	범수	1472.291
117	9681	이과생	1472.26
118	9834	은갈	1470.955
119	9962	멜리아	1469.738
120	9994	호이	1469.538
121	10001	황지호	1469.469
122	10159	나옹이	1467.728
123	10161	임임	1467.671
124	10239	레윈	1466.847
125	10359	위스키스	1465.134
126	10360	이육	1465.124
127	10463	범진	1463.861
128	10468	*빛광채*	1463.732
129	10682	디나	1460.48
130	11243	크라시나	1456.348
131	11375	강민혁	1455.591
132	11402	로치	1455.496
133	11464	팅커벨	1455.207
134	11590	스칼렛 위치	1454.661
135	11648	바이올렛제제	1454.43
136	11684	파루	1454.319
137	11825	윤서	1453.655
138	11853	주스맛버블	1453.499
139	11869	히메사마	1453.446
140	11947	갓플	1453.139
141	12027	디어♂	1452.824
142	12039	준형	1452.776
143	12056	omh	1452.711
144	12091	해순이	1452.587
145	12105	봄레인	1452.504
146	12113	아시나트	1452.463
147	12211	조던	1451.973
148	12247	캐비어	1451.777
149	12322	설화	1451.394
150	12342	에디	1451.257
151	12562	푸름	1449.596
152	12580	수	1449.369
153	12603	영재	1449.028
154	12721	펭굴	1446.899
155	12784	곤충채집소녀	1445.859
156	12822	스프링	1445.36
157	12834	기태	1445.241
158	12919	강호	1444.242
159	12991	토우지	1443.047
160	13072	십일	1442.103
161	13332	버플	1439.383
162	13347	오하현	1439.207
163	13381	미르	1438.911
164	13465	럭키세븐	1438.009
165	13517	은월	1437.426
166	13552	메린	1437.044
167	13591	달봉	1436.576
168	13676	양승두	1434.933
169	13764	현	1433.038
170	13807	종이배	1432.083
171	13959	김유준	1428.991
172	13960	글로리킴	1428.968
173	13972	Frost	1428.621
174	13977	벼련결	1428.472
175	14176	사유리	1425.075
176	14565	린린	1415.0
177	14573	*K*V	1414.89
178	14602	습습이	1413.929
179	14684	상근	1411.572
180	14894	렝	1404.224
181	14978	선도	1401.109
182	15089	밤	1396.216
183	15267	다빈	1387.258
184	15360	루나	1382.228
185	15455	튼튼이	1374.743
186	15513	히트	1369.553
187	15528	로아	1368.377
188	15556	Lee	1365.345
189	15971	포미	1248.527
190	15991	소발이	1218.392
