Region Rank	Rank	Name	Rating
23	117	麻婆豆腐定食	1743.313
76	310	Syuan	1702.986
108	373	彌豆子嫩大腿	1689.481
128	422	小綱	1680.633
166	497	bbt	1671.505
191	554	ToooTz	1664.405
194	558	里美	1664.074
215	613	Joe	1660.001
248	688	駭客	1654.395
298	781	挂卜目艮禾斗	1647.794
313	815	拉比諾	1645.565
334	850	凱倫凱倫	1643.353
375	931	水豚君	1638.431
384	948	PP	1637.177
387	957	Syoka	1636.592
395	972	GUAN	1635.392
404	986	Wavvvy	1634.276
429	1033	一拳咚咚鼠	1630.991
433	1038	十年奇樹粉	1630.526
443	1067	笨牛肉	1628.913
448	1078	Sayha	1628.435
466	1120	三重流川風	1626.398
468	1127	Snow	1626.015
472	1132	FM寶可夢子	1625.618
484	1158	萊恩	1624.075
485	1160	Kanade	1624.067
508	1202	蟲蟲產	1621.22
527	1241	夏美	1619.204
537	1266	Wayne	1618.107
540	1271	企鵝蝸	1617.921
547	1287	丘丘	1617.377
565	1328	威士忌	1615.855
613	1406	羽佐	1613.047
616	1413	Asyuan	1612.642
620	1422	安安	1612.408
621	1423	全婆俠	1612.382
623	1427	blakki	1612.298
628	1433	貓貓	1612.161
631	1436	Leo	1612.058
648	1466	皮亞諾	1611.066
653	1472	地蜂蛇神	1610.878
660	1489	水水抱May	1610.482
668	1502	月光仙子	1610.125
676	1515	小蝙蝠	1609.795
678	1520	維倫	1609.704
701	1561	萬萬	1608.256
705	1567	五火VGC	1608.056
714	1580	taroda	1607.335
720	1591	Tony	1607.003
721	1594	Hermit	1606.855
729	1605	Heidi♪	1606.449
738	1621	huh	1606.058
739	1623	RaBe	1605.927
740	1625	小Yee	1605.886
745	1631	維尼皇大灑幣	1605.736
749	1644	海旋	1605.073
754	1656	Luian	1604.755
757	1660	依蒔	1604.716
767	1681	東雲青空	1604.093
779	1698	White	1603.6
795	1731	Chiang	1602.382
801	1741	鮭魚	1602.095
802	1742	芊芊	1602.089
804	1747	zelda	1601.862
815	1770	疆爺	1601.154
819	1778	遊戲手術士	1600.992
828	1792	Barry	1600.628
834	1804	Snivy♪	1600.149
851	1837	琉璃	1598.828
862	1857	Yei	1598.303
868	1869	琴音的瑪力露	1597.604
873	1882	Nina	1597.245
874	1884	Blur	1597.176
875	1885	Asuna	1597.045
876	1888	YuWei	1596.984
894	1916	北極星	1596.067
902	1934	光	1595.256
916	1956	國士無雙	1594.339
928	1989	Cyrus	1592.997
943	2012	Ayabe	1592.185
964	2046	大貓	1590.355
975	2064	Haymi	1589.645
1031	2184	石頭	1585.321
1036	2192	可莉璐	1585.054
1044	2213	Jackie	1584.441
1053	2227	帥到掉渣	1584.079
1054	2230	wind_5	1583.989
1059	2240	メラメラ	1583.654
1063	2247	緋青	1583.472
1065	2252	赫蘿	1583.258
1068	2260	齊藤京子	1582.963
1072	2265	子千千醬	1582.775
1080	2283	BBMan	1582.17
1084	2289	law	1581.971
1088	2294	孤爪	1581.892
1095	2303	小青	1581.6
1107	2324	炎月牙	1580.871
1109	2327	Yi	1580.835
1125	2358	LouisC	1580.241
1126	2362	juju	1580.172
1140	2383	嘎啦啦	1579.711
1146	2395	冠中	1579.473
1158	2423	星宇	1578.45
1161	2430	ger	1578.234
1165	2437	茄子	1578.115
1176	2456	和	1577.663
1204	2516	血汗淚♪	1576.247
1213	2530	Jeff	1575.801
1215	2536	風吹	1575.685
1238	2590	雨汰	1574.439
1241	2595	森	1574.272
1254	2621	CHlNG	1573.467
1255	2622	Venice	1573.386
1262	2632	小破	1573.186
1263	2635	波波河主.S	1573.153
1268	2645	珩	1572.899
1271	2649	M瑋同學	1572.826
1301	2705	米古	1571.033
1308	2718	阿里哩	1570.551
1312	2725	哆拉小紀	1570.332
1313	2726	Oscar	1570.322
1334	2756	李轅	1569.373
1342	2774	米米	1568.84
1359	2809	惡琉	1567.712
1360	2811	安東尼	1567.705
1364	2817	站醬	1567.533
1365	2818	綻放千戀万花	1567.496
1380	2847	阿柏子	1566.675
1396	2877	豌豆	1565.766
1398	2880	大鑫鑫	1565.7
1421	2926	Percy	1564.819
1427	2935	蘇る星の語り	1564.695
1441	2966	FTA	1563.936
1450	2986	Mirror	1563.57
1463	3017	蕾蒂	1562.852
1467	3022	ㄩㄩ	1562.816
1476	3038	ㄘㄘ	1562.522
1533	3139	Doggo	1560.578
1534	3143	紅	1560.512
1536	3148	悖論小軒	1560.436
1543	3162	邊緣滑行者	1560.173
1552	3177	Eckes	1559.71
1566	3204	宇智波齊寶	1559.068
1568	3216	銀八	1558.885
1579	3232	方牛奶	1558.394
1598	3261	Solo	1557.781
1600	3265	米寶不哭	1557.738
1612	3286	Bphyll	1557.204
1689	3431	Mandy	1553.914
1690	3432	阿容	1553.894
1703	3450	米勒	1553.466
1713	3471	JoeyQQ	1553.097
1714	3472	Hemo	1553.014
1751	3531	最愛海未	1551.491
1763	3553	RAY	1550.876
1765	3557	八神疾風	1550.767
1766	3558	冷靜既狂人	1550.759
1786	3592	Henry	1550.065
1790	3610	紅莉栖	1549.703
1792	3612	☆小楓	1549.644
1799	3623	花生寶寶	1549.449
1805	3636	帕帕拉	1549.093
1819	3659	Amubao	1548.713
1840	3704	米分豕者	1547.79
1846	3712	Lina	1547.658
1889	3792	haru	1546.188
1900	3809	Luna	1546.062
1904	3820	Lavey亮	1545.89
1913	3833	確率操作能力	1545.726
1915	3837	OD	1545.655
1920	3845	望月杏奈	1545.532
1924	3860	OWO	1545.347
1942	3897	蓮	1544.653
1943	3898	永痕的記憶	1544.641
1946	3902	謎之蛋???	1544.446
1967	3934	洛克	1543.731
1971	3939	Haru	1543.671
2020	4025	SAKANA	1542.176
2027	4037	千歲	1541.859
2033	4055	檸檬茶	1541.495
2046	4072	晴人	1541.112
2050	4080	冰子	1541.002
2084	4133	黏菌	1539.954
2087	4140	Kakeru	1539.864
2092	4148	夏大雨	1539.696
2100	4168	Alain	1539.398
2138	4239	雷吉樂事	1538.242
2158	4285	FKW	1537.39
2169	4299	Kings	1537.112
2186	4330	小喬	1536.532
2210	4397	Roy.L	1535.396
2220	4410	JojoMY	1535.141
2271	4517	&ďøõbï	1533.291
2298	4565	朱沅樟	1532.572
2302	4571	kdmc	1532.466
2310	4587	鈴鈴薯☆世飛	1532.167
2346	4654	奈斯普睿	1531.215
2353	4665	★黎明海盜★	1531.014
2372	4695	克耳文	1530.463
