Region Rank	Rank	Name	Rating
1	5	AIアンセナ	1805.159
2	6	てんま	1803.371
3	8	バイオレット	1785.417
4	10	こーひー	1780.416
5	16	S.REM	1773.042
6	17	バイオレット	1767.845
7	20	あい	1760.78
8	22	ココア	1756.105
9	24	えるふ~~ん	1754.483
10	25	ゆりこ	1754.279
11	26	スカーレット	1753.793
12	27	しごとちゅう	1753.515
13	28	ルノ	1753.08
14	29	のあ	1752.746
15	30	あやせ	1752.595
16	31	テヨン	1752.52
17	33	バイオレット	1752.209
18	34	バイオレット	1752.142
19	36	こじょ	1751.436
20	38	ユーカリ	1751.121
21	39	ルート	1750.891
22	40	GNO	1750.674
23	41	バイオレット	1750.475
24	42	スカーレット	1750.41
25	43	しょうご	1750.04
26	44	フシギダネ	1749.836
27	45	しの	1749.749
28	46	まさき	1749.515
29	48	masa	1748.763
30	49	ナルメ	1748.731
31	50	オレンジ	1748.561
32	51	れいび	1748.447
33	52	ぬん	1748.344
34	53	ななかまど	1748.166
35	54	うえシナ	1748.161
36	56	サトシ	1748.113
37	57	しろいあくま	1747.996
38	58	バイオレット	1747.957
39	59	かずさ	1747.928
40	60	へき	1747.87
41	61	ショウ	1747.842
42	62	y	1747.694
43	63	スカーレット	1747.356
44	64	スカーレット	1747.27
45	65	はやせユウカ	1746.922
46	66	あまね	1746.534
47	67	バイオレット	1746.502
48	68	むっつ	1746.454
49	69	スカーレット	1746.418
50	70	ファウナ	1746.398
51	71	ユイ	1746.233
52	72	シルヴィア	1746.03
53	73	もふ	1746.012
54	74	スカーレット	1745.869
55	75	スカーレット	1745.792
56	76	なもなき	1745.774
57	77	バイオレット	1745.592
58	78	バイオレット	1745.513
59	79	メーデー	1745.485
60	80	naru	1745.382
61	81	くにのり	1745.237
62	82	わるいこ	1745.204
63	83	スカーレット	1745.127
64	84	LEON	1745.041
65	85	みそのみか☆	1745.038
66	86	ミガワリ	1744.964
67	87	バイオレット	1744.878
68	89	くぅたろう	1744.787
69	90	バイオレット	1744.708
70	91	くみ	1744.563
71	92	ふどう	1744.393
72	93	スカーレット	1744.382
73	94	えにぴっぴ	1744.208
74	95	みずさ	1744.201
75	96	バイオレット	1744.165
76	97	スカーレット	1744.154
77	98	スカーレット	1744.12
78	99	あやめ	1744.06
79	100	スカーレット	1744.02
80	101	ひたぎ	1743.993
81	102	ないくん	1743.944
82	103	ビエラ←ガチ	1743.935
83	104	コウ	1743.93
84	105	うえすと	1743.916
85	106	スカーレット	1743.884
86	107	バイオレット	1743.867
87	108	ボン	1743.803
88	109	ポケモンくん	1743.797
89	110	スカーレット	1743.758
