RegionRank	Rank	Name	Rating
9221	16633	JB	1440.309
9236	16653	Szargho	1440.127
9270	16702	Philipp	1439.696
9273	16706	Pain	1439.68
9281	16719	Leelah	1439.546
9342	16807	PamoHD	1438.981
9354	16826	Jari	1438.772
9383	16873	Katja	1438.299
9389	16880	Tristan	1438.245
9393	16884	Bull91	1438.224
9412	16919	Daniel	1437.895
9459	17001	Nagato	1437.062
9484	17038	Raiden	1436.678
9505	17075	Kozzy	1436.389
9524	17106	Ea	1435.979
9572	17182	Mike	1434.891
9585	17209	Xzit	1434.529
9628	17273	adel	1433.714
9654	17314	Rin	1433.059
9658	17319	Marshy	1432.949
9711	17389	Thomas	1431.816
9731	17420	Stephan	1431.27
9741	17433	SanTino	1430.928
9747	17441	Basti	1430.853
9852	17595	JohnZn	1428.535
9881	17634	Ben	1427.883
9899	17661	Dod	1427.566
9943	17724	Tommy	1426.698
9948	17730	Markus	1426.594
9967	17751	EngelFortuna	1426.282
9979	17768	Andre	1426.0
10006	17803	Lars	1425.57
10010	17811	Galibo	1425.479
10024	17832	Titus	1425.224
10038	17851	Laura	1424.95
10042	17858	Calistro	1424.892
10048	17865	Christian	1424.749
10067	17892	Jógeto	1424.213
10078	17910	Gen. Thomas	1423.949
10088	17922	Henrik	1423.824
10132	17981	Jeremy	1422.857
10183	18068	Scarlet	1421.29
10194	18082	Demo	1421.04
10197	18086	MARC	1420.994
10204	18094	Ayhan	1420.891
10219	18117	Maximilian	1420.447
10237	18144	Manuel	1419.885
10249	18159	Sir Batman	1419.577
10263	18177	Marver	1419.201
10293	18216	Soul	1418.545
10309	18238	Leon	1418.145
10346	18305	Champ fotios	1416.514
10350	18313	Meiko	1416.324
10364	18335	Benny	1415.901
10370	18343	Skully	1415.627
10377	18350	Lukas	1415.528
10386	18363	Brixo	1415.333
10391	18370	Kevin	1415.16
10437	18444	Ryan	1413.751
10438	18448	Nancy	1413.611
10458	18477	jaeqer	1413.194
10489	18519	Paulxdx	1412.407
10498	18532	MissyKittyX	1412.013
10499	18533	F4TL	1411.998
10505	18540	Maurice	1411.849
10516	18559	Lisel	1411.587
10519	18563	Erik	1411.542
10579	18647	Haku	1409.52
10586	18654	Tim	1409.362
10592	18662	Ferikkusu	1409.144
10600	18673	Raphael	1408.759
10602	18675	Ninki	1408.693
10603	18676	UshiOni	1408.675
10614	18692	Timo	1408.244
10681	18797	Tyson	1404.883
10683	18800	M420	1404.812
10688	18807	Nais	1404.719
10691	18812	Z	1404.621
10710	18835	Robin	1403.7
10736	18879	Mönne	1402.459
10741	18887	Zack	1402.297
10811	18991	Wal	1399.355
10824	19010	Jazz	1398.491
10826	19018	NicSky	1398.298
10840	19038	Schulli	1397.684
10843	19044	Felix	1397.641
10851	19054	Exkalur	1397.103
10881	19106	Juliana	1394.998
10890	19117	Fabi	1394.682
10894	19123	Malon	1394.466
10904	19136	David	1394.109
10907	19140	NachtActiv	1393.934
10922	19157	Zandee	1393.192
10936	19173	Tutters	1392.694
10947	19189	Max	1392.083
10988	19249	Kasi	1389.843
10991	19254	Ryovin	1389.413
11004	19270	Electricbluh	1388.898
11010	19277	SnowMan	1388.603
11014	19284	Kerry	1388.394
11021	19293	Felix	1387.942
11033	19312	Durprax	1387.152
11038	19320	Arian	1386.755
11058	19351	Daiki	1385.269
11066	19361	Lordturtle	1384.827
11081	19383	Jeremy 	1383.788
11096	19404	Phil	1382.824
11099	19412	Berto	1382.525
11105	19419	Günther	1382.084
11106	19424	mEws.eeAs	1381.955
11108	19427	Aquaro	1381.768
11129	19452	Sola	1380.167
11139	19465	Marc	1379.26
11156	19490	Chris	1377.702
11166	19504	Samy	1376.679
11169	19507	LaToya	1376.579
11186	19531	Dondi	1375.585
11195	19542	PlsPickName	1374.839
11224	19579	AkaRina13	1372.463
11233	19590	Sven	1371.691
11234	19591	Lorenz	1371.658
11258	19621	Michael	1369.844
11268	19634	Zilka	1368.654
11269	19635	Pander	1368.634
11288	19659	Nyze	1367.01
11345	19730	Lily	1361.116
11355	19741	Antoine	1360.226
11356	19742	Bo	1360.183
11359	19745	Gabi	1359.828
11393	19795	Lukky	1354.78
11401	19805	Sarah	1353.536
11407	19815	Lysn	1352.625
11441	19855	Ahmet	1347.758
11450	19869	Chim	1345.106
11477	19906	Lucas	1340.437
11486	19918	Lucy	1339.267
11489	19922	Ash	1338.046
11499	19935	Phteven	1335.297
11517	19957	Michelle	1333.028
11543	19986	Dominik	1328.748
11559	20008	bosse	1324.877
11570	20021	Kakashi98	1321.261
11584	20039	Ghostface	1316.897
11595	20054	Ron	1312.038
11600	20059	Maxerm	1310.527
11676	20163	Eva	1257.019
11686	20179	Ines	1242.337
11696	20189	Jericho	1216.157
11703	20196	Kari	1206.576
11709	20203	Dark Knight	1179.111
11723	20218	Tobi	1131.237
11727	20222	Diam	1076.342
