RegionRank	Rank	Name	Rating
2949	5808	Reece	1531.581
2950	5809	vanikin3	1531.564
2951	5810	Caz	1531.543
2954	5818	John	1531.482
2955	5819	Baker	1531.48
2956	5820	Nate	1531.478
2957	5821	MikeAbbo	1531.474
2959	5824	Kevin	1531.45
2961	5827	Ery	1531.433
2963	5831	Bcmps	1531.396
2966	5841	Tom	1531.199
2968	5843	Colon	1531.181
2969	5844	Void_Tierra	1531.178
2970	5845	Thalles	1531.162
2972	5848	Drago	1531.148
2973	5850	Bloopenspiel	1531.119
2975	5856	Maimai	1531.034
2976	5857	Sagava	1531.02
2977	5859	Fignutz	1530.939
2978	5861	Alexander	1530.931
2981	5870	Silver	1530.78
2982	5871	Fumito	1530.773
2983	5872	Victor	1530.764
2986	5877	Macho	1530.698
2988	5879	Cass	1530.676
2989	5882	Cranidactyl	1530.642
2990	5885	VictorVHuGO	1530.603
2992	5887	Jan	1530.582
2993	5888	Kotamager	1530.575
2994	5889	Kenzii	1530.566
2995	5894	Speedy★	1530.464
2996	5901	Meeklosh	1530.324
2997	5902	Jam	1530.323
2998	5903	Riote	1530.322
2999	5906	Brandon	1530.276
3001	5908	Matt	1530.265
3003	5910	Cbutty	1530.24
3004	5912	Kenneth	1530.212
3005	5913	Griff	1530.172
3006	5915	Fil	1530.157
3007	5916	KDH	1530.154
3008	5917	E	1530.141
3010	5921	Jake	1530.099
3011	5922	Ash	1530.081
3012	5923	Jace	1530.069
3014	5926	Tigity	1530.041
3015	5931	Lance	1529.924
3016	5932	soulchuck	1529.882
3019	5935	Moyo	1529.801
3020	5936	Abraham	1529.791
3021	5937	Karma	1529.749
3023	5943	Ragna	1529.657
3024	5944	ulkii	1529.645
3026	5947	Emerald	1529.598
3028	5953	Pantelos	1529.484
3033	5968	Linco	1529.311
3034	5969	Rick Fury	1529.307
3035	5970	Dabbo	1529.295
3037	5974	Yamiseb	1529.219
3038	5976	phan7oom	1529.189
3040	5980	Mr. Crime	1529.159
3041	5981	Jimmy	1529.156
3042	5987	Andres	1529.099
3043	5988	Glori	1529.093
3045	5991	Ashby	1529.069
3046	5992	Ky	1529.046
3047	5994	Claudio	1528.986
3054	6005	Nerol	1528.861
3055	6006	Ironkin	1528.849
3056	6007	Ayz	1528.845
3057	6008	Ezra	1528.839
3058	6010	Woon	1528.828
3060	6013	Vitor	1528.789
3062	6017	Rose	1528.748
3063	6019	el flamingo	1528.744
3064	6020	Zappeh	1528.727
3065	6021	Jackson	1528.705
3066	6022	radamanthys	1528.702
3067	6024	Poldana	1528.693
3068	6029	QuickDart	1528.584
3069	6030	valentijn	1528.58
3071	6033	BiG-ReLaXo	1528.56
3073	6035	Brendan	1528.477
3074	6041	lee	1528.424
3076	6048	Flavoris	1528.303
3077	6055	Maria	1528.255
3080	6058	MATTHEW	1528.237
3083	6071	PBpancake	1528.089
3084	6073	Claartaco	1528.059
3085	6076	Emeraldminer	1528.018
3087	6080	Max	1527.958
3089	6085	bursumu	1527.913
3093	6098	Stella	1527.83
3094	6101	Ambie	1527.8
3096	6104	Sam	1527.766
3098	6108	TG Bahamut	1527.76
3099	6113	Wally	1527.742
3100	6115	João	1527.736
3101	6117	Cerberus	1527.716
3103	6122	Marie	1527.67
3104	6125	Josh	1527.629
3105	6126	JAMES	1527.556
3106	6127	Ratchel	1527.508
3107	6129	Jason	1527.487
3108	6131	Luna	1527.484
3109	6132	Dusk	1527.483
3110	6133	Lemons	1527.469
3112	6136	Gubbs	1527.444
3117	6144	Daril	1527.374
3118	6147	Kou	1527.348
3119	6148	kayla	1527.329
3122	6154	TobiVGC	1527.255
3124	6161	Brad	1527.11
3127	6167	TJ	1527.046
3128	6169	N8	1527.03
3130	6173	Bolger	1526.989
3131	6174	Karen	1526.973
3132	6177	Bastiano	1526.94
3133	6178	BDubs	1526.936
3134	6181	Kepeli	1526.875
3137	6184	TikiVGC	1526.845
3141	6191	TOX Fulano	1526.714
3143	6195	Perla	1526.624
3144	6196	WALRUS!	1526.615
3145	6197	Toots	1526.602
3147	6200	Griff	1526.571
3148	6201	Grant	1526.529
3149	6202	Morbuen	1526.517
3152	6212	brasilxgamer	1526.455
3153	6213	Ty	1526.443
3154	6214	Kilenget	1526.404
3155	6217	onox	1526.311
3156	6220	Raheem	1526.281
3158	6223	Veeeeee	1526.234
3159	6226	Tom	1526.174
3161	6228	Kara	1526.169
3162	6230	Luke	1526.138
3163	6233	Smurf	1526.112
3165	6237	HB	1526.09
3168	6242	Bar	1526.035
3169	6244	Dustin	1526.032
3170	6245	Smoke	1526.029
3171	6247	Danny	1526.016
3172	6248	Lucky-Sama	1526.004
3175	6255	JOÑÑ	1525.928
3177	6257	Viiv	1525.906
3178	6258	dog pound	1525.883
3179	6260	Will	1525.876
3180	6261	Idol	1525.871
3181	6263	Connie	1525.812
3182	6266	stdard	1525.792
3183	6267	RushXCalibur	1525.783
3186	6275	Kennito	1525.647
3188	6283	April	1525.567
3191	6286	Emil	1525.552
3192	6288	Bentobox	1525.537
3193	6291	TEC	1525.487
3200	6300	Glory	1525.366
3201	6302	Chris	1525.323
3202	6304	Spoot	1525.248
3205	6310	Patrick	1525.165
3206	6311	Renh	1525.154
3208	6313	Charlie	1525.124
3209	6314	Scarlet	1525.117
3210	6322	Zain	1525.031
3212	6325	violet	1524.987
3217	6338	Attero	1524.75
3218	6340	Josh	1524.739
3219	6341	Doritos	1524.729
3220	6343	JAYVEE	1524.697
3221	6346	HappyDuckJJ	1524.694
3223	6349	Royal	1524.664
3226	6354	Lewcifer	1524.623
3228	6356	Firefly	1524.561
3229	6357	JTizzle	1524.552
3234	6369	Rhynoh	1524.242
3235	6370	Midori	1524.231
3236	6373	Nerf	1524.172
3238	6377	23EJB	1524.146
3239	6378	Prof.Alidio	1524.142
3241	6382	KENGO	1524.114
3242	6385	Annem	1524.063
3243	6388	Trick	1523.992
3244	6394	Felipe	1523.849
3245	6395	Scarlet	1523.848
3246	6396	Dan Brandi	1523.842
3247	6397	Tom	1523.8
3248	6398	Shauny7188	1523.782
3249	6399	Mika	1523.777
3250	6400	DracZVGC	1523.755
3252	6403	Matty	1523.656
3254	6405	Linus	1523.645
3256	6411	Valentina	1523.578
3257	6412	Aarkm	1523.566
3258	6416	Dimi	1523.497
3259	6417	Argie	1523.496
3262	6421	Dewey	1523.432
3263	6423	Garr	1523.396
3265	6427	Jak	1523.338
3266	6428	Angus	1523.332
3270	6442	DREWTWO	1523.151
3271	6444	Denico	1523.141
3272	6445	Diana	1523.134
3273	6446	Jared	1523.132
3275	6452	Durty	1522.998
3276	6453	Sacapuntas™	1522.993
3277	6454	GaboC8	1522.97
3278	6456	Kush	1522.938
3279	6457	Bodin	1522.924
3280	6458	Jeremy	1522.908
3281	6462	Terrorlord	1522.892
3282	6465	Mitchell	1522.852
3283	6470	ZeLo	1522.799
3285	6474	Federic0	1522.69
3286	6479	nori	1522.636
3287	6482	Jay	1522.607
3288	6487	Grimm	1522.521
3289	6488	Mai	1522.519
3290	6489	Snarky	1522.504
3291	6490	Fonty	1522.477
3292	6497	Nicho KH	1522.385
3293	6498	Joseph	1522.382
3294	6500	Noah	1522.354
3295	6501	Kobayashi	1522.349
3296	6504	Jac0bVGC	1522.322
3297	6505	G<3	1522.311
3298	6507	JBranch	1522.254
3302	6512	Peters	1522.123
3303	6514	Ryugami	1522.119
3305	6519	Geldon	1522.055
3306	6521	Hieu	1522.018
3309	6524	Dominic	1521.979
3310	6525	Callum	1521.978
3311	6529	Libiak	1521.911
3312	6530	NICK	1521.9
3313	6531	Mud	1521.899
3314	6534	Ethan	1521.858
3316	6539	Khalid	1521.812
3317	6543	Manos	1521.781
3320	6551	Lordmoldynut	1521.711
3321	6552	hoodrat	1521.696
3322	6553	Erik	1521.691
3324	6557	Radial	1521.629
3327	6561	Andrew	1521.557
3328	6562	Doktor	1521.555
3329	6564	leoscerni	1521.519
3331	6568	MJ	1521.475
3332	6569	Joris	1521.45
3333	6570	SandwichHero	1521.443
3335	6574	CB3	1521.409
3337	6576	PictoChatVGC	1521.364
3341	6580	Bananaslug	1521.292
3342	6585	Shortie	1521.245
3343	6585	Jakay	1521.245
3344	6588	Robbie	1521.228
3345	6592	JULIANA	1521.177
3347	6595	Cody	1521.165
3348	6598	Quevedo	1521.132
3350	6600	Kyani	1521.127
3353	6604	Kyla	1521.056
3354	6605	Zigbear	1521.029
3355	6607	Jaavy	1521.003
3358	6614	Kluri	1520.885
3361	6619	Dreadmambo	1520.828
3362	6620	Penglin	1520.818
3365	6623	☆Miyaco★	1520.758
3366	6624	T R I P A	1520.735
3367	6625	Trip	1520.718
3368	6631	Aero	1520.648
3370	6636	ScrapperVGC	1520.601
3371	6640	Die4Go	1520.56
3375	6653	Steve	1520.389
3376	6654	Ziggo	1520.374
3378	6659	Cinaclov	1520.335
3380	6664	Rosey	1520.267
3381	6666	Jason	1520.261
3382	6669	Superpants	1520.249
3384	6673	Gaint_gab	1520.229
3385	6675	charmarlin	1520.208
3386	6676	Valentine★	1520.187
3387	6678	GrayDuck	1520.153
3388	6680	TvSkull	1520.142
3391	6684	Incenerate	1520.108
3392	6687	Asta	1520.079
3393	6690	Melih	1520.02
3397	6702	Chazz	1519.913
3398	6704	Purple Haze	1519.877
3399	6706	soleil	1519.873
3400	6707	Dylan	1519.872
3401	6708	Connor	1519.864
3402	6709	Daniel	1519.862
3404	6714	Orlando	1519.828
3407	6719	Shade	1519.777
3408	6720	LARZee	1519.773
3409	6722	0-x in swiss	1519.752
3410	6727	Babouras	1519.712
3411	6728	Mongoos19	1519.69
3412	6731	Lev	1519.657
3413	6732	Devin	1519.642
3414	6733	Taylor	1519.621
3415	6735	Lord Pdcc	1519.583
3416	6736	Allan	1519.574
3417	6740	beetle	1519.556
3418	6743	Mocho	1519.55
3419	6744	Jeeves	1519.549
3420	6745	ArcTrick	1519.521
3422	6747	Scout	1519.515
3423	6749	Dinomite	1519.489
3424	6750	Dominic	1519.472
3425	6753	Tevon	1519.445
3426	6754	H02010	1519.431
3427	6755	P.J.	1519.417
3429	6757	Red	1519.407
3432	6761	Alvin	1519.366
3435	6768	Drew	1519.332
3439	6779	b0ss	1519.247
3441	6784	Lunasia	1519.236
3442	6785	Ivy	1519.235
3443	6786	Yoshi	1519.224
3445	6791	Benjamin	1519.171
3446	6793	Sam	1519.159
3447	6799	Novacast	1519.131
3449	6802	James	1519.098
3450	6805	Aaron	1519.083
3452	6807	Rocket Grunt	1519.073
3453	6810	ShackWoods	1519.056
3455	6813	Robin	1519.044
3456	6815	Elkara	1519.038
3457	6818	Robert	1518.983
3458	6819	Arhey	1518.982
3459	6821	Kitschy	1518.963
3460	6823	TimJ	1518.945
3461	6824	Eragon	1518.919
3462	6825	Raam	1518.906
3464	6828	Adam	1518.889
3465	6829	Silver	1518.853
3467	6833	Renato	1518.82
3468	6835	Bee	1518.813
3471	6845	Rillamood	1518.722
3472	6847	Azrien	1518.686
3473	6848	midB	1518.682
3474	6850	Mauz	1518.674
3475	6851	Gummie	1518.669
3478	6855	Lewis	1518.633
3480	6858	beb	1518.624
3482	6861	Prince Jazz	1518.583
3483	6862	Juampi	1518.577
3485	6865	Sam	1518.549
3487	6874	PitoJungle	1518.51
3488	6874	Luifra	1518.51
3490	6879	EJ	1518.476
3491	6880	Abete	1518.466
3492	6881	Shane	1518.465
3495	6887	JakePlays	1518.393
3496	6888	Kory	1518.392
3497	6889	Valentino	1518.389
3499	6894	Kanon	1518.33
3500	6897	Max	1518.313
3502	6899	Marine	1518.307
3504	6904	Melih	1518.283
3505	6906	Daniel	1518.25
3506	6907	James	1518.235
3507	6908	Beamish	1518.216
3509	6914	Bass	1518.181
3510	6917	Skyy	1518.157
3515	6925	Juliana	1518.098
3519	6935	Weirdo	1518.042
3520	6936	Grungus	1518.037
3521	6939	Ficus	1517.997
3522	6941	Shane	1517.979
3523	6942	Sarah	1517.971
3524	6944	Kazetori	1517.961
3525	6946	Jesus	1517.946
3527	6948	smitty	1517.934
3531	6954	Alex	1517.904
3532	6956	MajorBowman	1517.897
3533	6958	Sadie	1517.869
3534	6961	Lakenta	1517.866
3535	6962	Maura	1517.862
3538	6970	Drew	1517.735
3540	6972	Sena	1517.695
3542	6976	Matthew	1517.661
3544	6979	Zum	1517.603
3545	6980	Derek	1517.602
3546	6983	Kuro	1517.582
3547	6986	Micah	1517.519
3548	6989	Cris	1517.485
3551	6992	lagarto	1517.464
3552	6993	Ansoni	1517.462
3554	6994	Olivia	1517.436
3556	6999	Erik	1517.365
3557	7000	Nilly	1517.362
3559	7003	Bryan	1517.348
3560	7007	Robin	1517.319
3563	7014	Risa	1517.229
3564	7015	Omega Mark	1517.226
3565	7017	TalonMasterJ	1517.209
3567	7020	Tien	1517.204
3570	7027	Onari	1517.155
3571	7028	Ryan	1517.109
3572	7030	TheXich	1517.101
3573	7031	Diego	1517.098
3574	7034	Adrién	1517.069
3576	7039	Anthony	1517.018
3577	7044	Buck	1516.979
3579	7047	Flare	1516.963
3580	7048	Gene	1516.944
3581	7053	Andy	1516.935
3582	7054	Ashley	1516.929
3583	7055	John	1516.928
3584	7058	Lavant	1516.915
3585	7060	Steve	1516.9
3587	7061	Banshee	1516.89
3589	7065	Sakura	1516.879
3590	7066	Airelle	1516.868
3591	7071	Young Nova	1516.844
3592	7074	Scarlet	1516.834
3593	7079	Jack	1516.802
3594	7080	Garret	1516.785
3595	7082	Xerodyme	1516.742
3596	7083	Master Ice	1516.737
3597	7084	Adam	1516.719
3598	7085	Will	1516.714
3601	7093	Metal	1516.647
3602	7095	Bobby	1516.605
3604	7097	Just Gold	1516.595
3605	7099	MollyMetcalf	1516.572
3609	7107	Quinten	1516.48
3610	7108	Ellie	1516.478
3611	7109	Anthony	1516.463
3612	7113	gracedbypete	1516.45
3613	7115	Aldo Moro	1516.431
3614	7116	SteelCity	1516.427
3615	7117	Bosserino	1516.424
3616	7122	Terrell	1516.397
3621	7130	Rezi	1516.298
3622	7131	Edam	1516.294
3623	7132	Jimi	1516.286
3624	7134	Rawn	1516.281
3625	7137	Chris	1516.258
3626	7140	Jolyne	1516.237
3627	7141	Diego	1516.222
3628	7142	Mr. Mertens	1516.206
3633	7148	Kody	1516.15
3634	7149	Wdionatas	1516.138
3637	7156	Mike	1516.086
3638	7157	Laura	1516.08
3640	7159	Rudiger	1516.046
3643	7163	Andrew	1516.015
3644	7163	SKD	1516.015
3645	7165	Simon	1516.013
3647	7170	Raven	1515.976
3648	7175	GS ★ Athena	1515.932
3650	7179	Jesse	1515.908
3653	7183	Pini	1515.891
3655	7188	RED	1515.853
3656	7189	Matt	1515.852
3658	7191	Santi	1515.848
3659	7192	Violet	1515.831
3660	7193	Florian	1515.828
3661	7194	Tália	1515.822
3665	7207	Violet22	1515.704
3666	7208	Phil	1515.701
3668	7213	Ale	1515.667
3670	7217	Maddyx	1515.642
3671	7218	Willow	1515.64
3672	7219	Chris	1515.626
3674	7223	Loch	1515.602
3675	7224	Jake	1515.598
3679	7235	Pethy	1515.548
3680	7236	Jonny	1515.533
3683	7240	Clinton	1515.493
3684	7242	ThorMike	1515.481
3687	7245	ARob903	1515.465
3689	7247	LyN・Raven	1515.459
3690	7250	Brendan	1515.434
3697	7260	Enrique	1515.401
3699	7263	Yori	1515.387
3700	7264	ReDeadVGC	1515.376
3701	7265	Blaze	1515.374
3702	7266	Parker	1515.363
3703	7267	DL-Rey	1515.311
3704	7270	Rambaldt	1515.296
3706	7278	Yael	1515.207
3708	7284	Josh	1515.171
3709	7285	WLFSZN	1515.163
3710	7286	Frijol :v	1515.162
3712	7289	The Chazz	1515.133
3714	7292	Kazuma	1515.095
3716	7294	Lance	1515.093
3717	7298	PatMatrick	1515.052
3719	7302	Henry	1515.019
3720	7303	RaN	1515.018
3721	7306	Kay	1514.991
3723	7311	HavakPkmn	1514.972
3725	7314	Bastian	1514.96
3726	7320	 Karina	1514.945
3728	7322	Eesoch	1514.935
3729	7323	Igirisujim	1514.933
3730	7325	Ozzie	1514.918
3733	7328	Nooby 	1514.887
3734	7329	Ake	1514.879
3736	7333	Sauce	1514.824
3737	7334	Ryan	1514.812
3738	7337	raccian	1514.794
3739	7338	MirrorV	1514.791
3741	7343	Pai Braz	1514.764
3742	7344	Javier	1514.763
3743	7345	Peepsalot	1514.752
3745	7347	Jona	1514.736
3746	7348	Flipsy	1514.712
3747	7352	Shinko	1514.675
3748	7355	Genos	1514.651
3749	7357	Sai	1514.634
3750	7358	Derek	1514.631
3751	7360	Phyzekes	1514.619
3754	7367	Dylan	1514.533
3756	7370	Radian	1514.531
3757	7371	Kolin	1514.528
3758	7372	Taylor	1514.526
3759	7373	Zoe	1514.51
3764	7380	Basti	1514.466
3765	7382	Andres	1514.447
3766	7383	maikkeli	1514.446
3767	7385	Ryan	1514.437
3768	7386	NewDansville	1514.433
3770	7392	Nicholas	1514.412
3771	7396	JashFromKC	1514.39
3775	7403	Chris	1514.349
3776	7405	MrsPopo	1514.339
3777	7410	Alfie	1514.327
3778	7413	Matheus	1514.318
3779	7414	J.J	1514.317
3780	7416	Stiicky	1514.305
3781	7417	Florian	1514.304
3782	7420	Edward	1514.271
3787	7430	sten	1514.215
3788	7431	Taylor	1514.205
3789	7433	Noah	1514.2
3790	7434	Sheipi	1514.189
3795	7442	Estefano	1514.142
3796	7443	Boggle	1514.141
3797	7447	Stales	1514.122
3798	7448	Werford	1514.121
3801	7452	Sam	1514.098
3802	7454	Anthony	1514.08
3803	7458	Zemigas2004 	1514.054
3804	7459	Otto	1514.051
3808	7465	Luneos	1513.998
3810	7470	Jack	1513.982
3812	7475	Maria	1513.939
3813	7476	Robin	1513.924
3815	7482	Sandzero	1513.892
3816	7483	Freazy	1513.891
3817	7485	Manueh	1513.858
3818	7487	Gary	1513.85
3821	7491	lovejoy	1513.833
3822	7492	Scarlet	1513.83
3823	7494	Vohmu	1513.815
3825	7496	Juffowup	1513.785
3826	7498	Scoob	1513.774
3828	7500	Mr. Panos	1513.751
3829	7501	Moxie	1513.743
3830	7502	Gill	1513.722
3833	7505	Pane	1513.702
3834	7507	Tydus	1513.679
3835	7509	Jay	1513.66
3836	7510	Alice	1513.656
3842	7518	Nog	1513.595
3844	7520	Mr.Awesome	1513.586
3846	7525	Ant	1513.532
3850	7530	David	1513.445
3851	7531	Apisan	1513.431
3855	7536	Riku	1513.396
3856	7539	Yosoro	1513.373
3857	7543	Mirai	1513.339
3858	7544	Taylor	1513.338
3859	7546	Sora	1513.335
3860	7547	Saulinho	1513.316
3861	7548	Juan	1513.29
3862	7549	Paul	1513.28
3863	7551	Shane	1513.272
3864	7554	Adam	1513.244
3865	7555	6squirrels	1513.224
3866	7557	Cook	1513.21
3868	7559	Johnny	1513.203
3871	7563	Dex	1513.132
3872	7564	Maxprotect	1513.13
3874	7566	GECO	1513.113
3876	7574	Dan!?	1513.028
3878	7577	Vance	1513.002
3882	7583	Sumi	1512.974
3883	7584	Bonesaw	1512.963
3885	7586	Gusto Christ	1512.945
3888	7590	Vic	1512.932
3891	7592	Ellie	1512.922
3892	7594	Edgard	1512.905
3893	7595	Xavi	1512.894
3895	7597	MiCool	1512.863
3896	7599	Duco	1512.861
3899	7603	TonyC5609	1512.83
3900	7604	shibatku	1512.82
3901	7605	Shattered	1512.816
3902	7608	Matt	1512.802
3903	7609	Sean	1512.798
3906	7617	Juan	1512.721
3907	7620	Rya	1512.711
3908	7621	Tofu	1512.698
3909	7622	Tatsu	1512.696
3911	7628	Alexander	1512.617
3913	7634	Devin	1512.539
3915	7637	Comfy	1512.491
3917	7642	Andrew	1512.387
3919	7650	Blaik	1512.312
3921	7652	LADIES MAN	1512.301
3922	7654	Adrian	1512.278
3923	7658	Expresso	1512.263
3927	7667	Blaze	1512.173
3928	7669	MADladX	1512.161
3929	7671	Jobo	1512.147
3931	7678	Kalon	1512.095
3933	7681	Pan	1512.058
3936	7684	L337	1512.054
3937	7685	nemui	1512.051
3940	7690	Lava Pool	1511.997
3941	7695	Spike	1511.931
3942	7695	Sweatyfeet	1511.931
3944	7700	Hayden	1511.924
3945	7701	Karlox	1511.895
3946	7702	Tyler	1511.875
3947	7703	Dr.M	1511.849
3948	7704	ThePyre	1511.84
3950	7706	sizeMATTERS	1511.779
3954	7714	Duffy	1511.724
3955	7716	zg9064	1511.694
3956	7718	Bendik	1511.664
3957	7729	Renvi	1511.582
3958	7730	Crocodile	1511.569
3959	7731	Estelle	1511.568
3960	7732	Michvel	1511.564
3961	7733	Scarlet	1511.52
3963	7736	Bucketz	1511.499
3964	7737	Phirion	1511.494
3965	7738	James	1511.492
3967	7744	Kevin	1511.468
3968	7745	Lucellos	1511.447
3969	7750	Dakota	1511.407
3970	7752	Enloz	1511.371
3972	7754	Dormammu	1511.339
3973	7755	jreberg98	1511.328
3978	7763	RedNorman	1511.276
3981	7766	Kraps	1511.202
3982	7768	ZebraSeatsTV	1511.19
3983	7769	Brock	1511.161
3986	7774	Sombres	1511.114
3987	7775	Roberto	1511.093
3988	7776	PokéZach494	1511.089
3993	7791	Banner	1510.955
3994	7794	FlyAway	1510.943
3996	7796	Ant	1510.917
3997	7797	Giel	1510.911
4000	7801	Hazey	1510.884
4001	7803	Cedar	1510.879
4003	7808	John	1510.834
4004	7809	Walt	1510.831
4008	7827	funnybones	1510.698
4009	7828	dangerdude	1510.696
4011	7830	Florian	1510.677
4012	7832	Luke	1510.671
4013	7833	Pablo	1510.651
4014	7834	Carter	1510.649
4015	7835	Hugs	1510.626
4016	7836	Tui	1510.62
4019	7843	Jack	1510.586
4020	7845	Chalkey	1510.561
4021	7846	Rachael	1510.558
4022	7847	PaTo	1510.531
4023	7848	Matt	1510.526
4024	7848	Viking_VGC	1510.526
4025	7852	Joseph	1510.45
4027	7855	★Monchi★SS★	1510.411
4030	7860	Diomyr	1510.374
4032	7864	Brown	1510.304
4033	7866	Jackal	1510.283
4035	7871	Matt	1510.252
4036	7872	Fede	1510.231
4037	7873	Danny	1510.229
4038	7875	Eremita	1510.198
4040	7877	TOM	1510.178
4041	7878	Lorena	1510.16
4043	7882	RMac	1510.101
4044	7883	Barry	1510.074
4045	7884	Pancakes	1510.06
4048	7891	Dr. Brisket	1509.97
4050	7893	Jambo	1509.954
4051	7894	Joey	1509.935
4054	7899	Katie	1509.868
4057	7907	Evan	1509.78
4058	7908	Venus	1509.779
4059	7909	Patrick	1509.759
4061	7911	Jester	1509.725
4064	7919	CARL	1509.659
4065	7920	Andy	1509.649
4066	7922	Juliette	1509.635
4067	7924	Annihilark	1509.634
4068	7925	Retcon	1509.619
4070	7931	Tomerick	1509.505
4071	7935	Raulgeta	1509.472
4073	7938	Dave	1509.467
4074	7946	MIGUELON 	1509.376
4075	7951	Ry	1509.348
4076	7952	Bane	1509.305
4079	7963	Howl	1509.16
4082	7968	Kevin	1509.079
4084	7972	Boza	1509.002
4085	7975	Nyandere	1508.957
4086	7975	Halo	1508.957
4087	7977	Sir Faby	1508.956
4089	7982	Anonymoongus	1508.936
4090	7985	apc	1508.898
4092	7991	Jay	1508.881
4094	7993	JaePea	1508.854
4095	7994	Lewis	1508.853
4096	7995	Camnaldo	1508.81
4097	7996	Jackson	1508.797
4098	7997	Flame	1508.793
4099	7998	Vivy	1508.75
4100	8001	Draco	1508.706
4101	8003	Titaniq	1508.69
4102	8005	red	1508.659
4103	8011	UchuStar	1508.596
4106	8019	thenwcmr	1508.538
4107	8025	Ian	1508.474
4108	8026	Caleb	1508.448
4109	8027	Atticus	1508.415
4115	8039	Ray	1508.296
4120	8053	Edgardo	1508.128
4121	8054	Kiski	1508.123
4122	8058	Jaing	1508.039
4123	8059	jordan	1508.035
4124	8060	Max	1508.013
4125	8062	Kino	1507.986
4127	8067	ItsMrZou	1507.948
4128	8069	Cody	1507.934
4131	8074	TenienteDan	1507.881
4132	8076	DaferVGC	1507.837
4133	8078	Elizabeth	1507.78
4136	8084	Winterknight	1507.662
4137	8085	Eric	1507.648
4138	8086	Daan	1507.646
4140	8089	Natalia	1507.616
4141	8090	Deddo	1507.615
4142	8091	Nate	1507.613
4143	8094	Loki	1507.582
4146	8102	Marshall	1507.527
4147	8104	Alberto	1507.518
4149	8106	HamMan	1507.464
4151	8108	Dave	1507.401
4153	8109	Niqeth	1507.395
4154	8112	Nicola	1507.391
4155	8115	Neverland	1507.375
4156	8116	Pinap	1507.374
4159	8121	Malveth	1507.278
4160	8122	Waiqi	1507.272
4161	8123	Filthy	1507.261
4162	8124	Kamon	1507.252
4163	8125	Loxias	1507.248
4164	8128	Bednariusz	1507.221
4165	8130	Christo	1507.191
4167	8134	al	1507.16
4168	8134	Juice	1507.16
4172	8140	Leo	1507.078
4173	8142	Optic	1507.07
4175	8145	Colourwolf	1507.009
4176	8147	dlamsx	1506.99
4177	8148	Shanty	1506.982
4178	8149	Shiko	1506.979
4180	8152	Jerry	1506.943
4184	8162	Nebby	1506.869
4188	8175	Lukas	1506.736
4189	8176	Lyo	1506.732
4191	8178	soya	1506.704
4192	8180	Thomas	1506.693
4193	8181	Fernoob	1506.69
4195	8185	Darren	1506.658
4198	8190	Westo	1506.624
4199	8191	Blub	1506.617
4205	8200	Lorelei	1506.509
4206	8200	ZER0	1506.509
4208	8207	Lil Queerass	1506.465
4210	8209	Lord Kai	1506.447
4211	8210	Sean	1506.44
4213	8214	MJ	1506.405
4214	8215	Caiba	1506.402
4215	8216	wezl0	1506.387
4216	8217	Mint	1506.37
4218	8220	Biru	1506.314
4220	8227	Brandon	1506.24
4221	8228	Mo	1506.205
4222	8231	Hollow	1506.151
4223	8233	Zeno	1506.139
4228	8241	Flávio	1505.998
4229	8242	Redmeister	1505.993
4230	8243	Maggo	1505.992
4232	8246	Vohc	1505.978
4234	8249	MAK	1505.886
4235	8250	Lockon	1505.857
4236	8252	Justin	1505.843
4237	8254	mattyp	1505.84
4239	8258	CoingStark69	1505.823
4240	8261	Brett	1505.807
4242	8263	Eddie	1505.8
4244	8267	Octavius	1505.779
4245	8268	Monique	1505.775
4247	8271	Clam	1505.704
4248	8272	AceAries88	1505.697
4250	8279	Bugsy	1505.619
4251	8281	Forge	1505.594
4252	8282	Natan Villa	1505.56
4256	8287	Leviticus	1505.544
4262	8295	Huck	1505.458
4263	8296	Lawrence	1505.457
4264	8297	Heather	1505.445
4266	8300	Taeyeon	1505.44
4267	8301	Johnny	1505.436
4268	8303	Bounce	1505.43
4269	8304	Albi	1505.422
4270	8307	Vilante	1505.408
4271	8309	Aura	1505.378
4272	8311	SojuWaveVCG	1505.353
4273	8312	Markio	1505.351
4274	8314	Waffle	1505.335
4275	8315	hue gassole	1505.334
4277	8317	Cal	1505.322
4278	8318	Alex	1505.318
4279	8321	Natalie	1505.278
4280	8322	Shane	1505.273
4281	8323	Sonic	1505.267
4283	8327	Falco	1505.243
4284	8328	Athena	1505.217
4285	8329	Colin	1505.214
4286	8332	Stelvius	1505.202
4288	8335	Venom	1505.184
4289	8336	Félix	1505.178
4290	8338	C.L.	1505.167
4291	8339	Julianna	1505.13
4292	8340	Voh	1505.118
4293	8341	MyStars	1505.117
4294	8341	Joker	1505.117
4297	8346	 Iskandar	1505.074
4300	8353	Sagitta	1505.005
4301	8354	C Redfield	1505.004
4302	8356	Fred	1505.002
4305	8363	Natalie	1504.938
4306	8364	SMOKE	1504.924
4310	8369	Robertogc	1504.86
4312	8372	Logan	1504.804
4314	8376	David	1504.78
4315	8377	Jacc	1504.775
4318	8381	Toney	1504.743
4320	8384	Voidbunni	1504.708
4322	8387	Charles	1504.68
4323	8389	Andrew	1504.643
4325	8392	Nanba	1504.638
4328	8397	Brandon	1504.587
4329	8399	BlackCat	1504.585
4330	8400	Dustor	1504.581
4332	8402	Ron	1504.554
4334	8408	Robert	1504.436
4340	8417	Owen	1504.343
