RegionRank	Rank	Name	Rating
7861	14443	Henry	1455.34
7862	14444	夢	1455.338
7868	14452	夜凜	1455.302
7888	14485	初米	1455.148
7896	14501	Petit	1455.107
7953	14610	栩森	1454.723
7968	14630	Z	1454.664
7973	14641	AAA	1454.628
7988	14673	YWZ	1454.538
8068	14807	冰月	1454.101
8070	14809	Litchi	1454.096
8073	14813	赤迷迭	1454.066
8095	14851	250	1453.944
8129	14904	Qqa	1453.772
8145	14926	紺野木綿季	1453.707
8161	14953	光	1453.622
8186	15001	哀夏	1453.444
8218	15057	Eden	1453.28
8220	15059	朱沅樟	1453.272
8227	15075	GIGA	1453.206
8240	15097	Nymph	1453.151
8258	15123	TamChi	1453.03
8260	15127	Rem	1453.015
8276	15151	毛啾啾	1452.92
8280	15158	kooyau	1452.898
8341	15263	雋其	1452.527
8381	15330	NieR	1452.228
8408	15369	謎之蛋???	1452.075
8423	15394	色違	1451.942
8433	15412	艾蕾娜	1451.826
8439	15420	羽楓璇櫻	1451.732
8457	15452	John	1451.551
8571	15649	sheng	1450.274
8597	15688	JOJO	1449.893
8603	15696	Sheep	1449.814
8627	15729	弘醬	1449.482
8636	15748	HIRO	1449.294
8699	15833	卡米雅	1448.494
8706	15843	we	1448.356
8712	15851	盧根	1448.263
8713	15852	AlEx	1448.258
8745	15903	JF	1447.837
8796	15984	森姆	1446.836
8865	16087	Cyndi	1445.556
8911	16162	北洸	1444.605
8953	16225	Amubao	1443.86
8999	16283	Sky	1443.168
9002	16292	Lika	1443.096
9007	16299	Sheng	1443.072
9013	16307	ooi	1442.985
9040	16353	John	1442.624
9083	16421	楓白	1442.055
9102	16453	神代	1441.713
9125	16490	香巴佬	1441.42
9145	16520	戀愛精靈	1441.166
9156	16539	†♥菈菈♥†	1441.005
9197	16607	Toggi	1440.526
9291	16736	OD	1439.424
9341	16806	ReioVi	1438.995
9349	16817	Connor	1438.91
9367	16847	WPC	1438.556
9385	16876	伊莉莎白	1438.27
9396	16889	Nell	1438.187
9424	16945	霹靂湯瑪士	1437.648
9452	16993	ReiSc	1437.178
9456	16998	Neko	1437.128
9478	17030	綠貓立於大地	1436.775
9506	17077	派瑞	1436.344
9519	17096	永恆兔	1436.075
9555	17154	達比修佑	1435.307
9594	17220	NoHaHa	1434.424
9617	17254	蒼宇	1433.978
9706	17382	ly05	1431.921
9762	17457	林秀熙	1430.52
9843	17582	YAN	1428.67
9867	17616	帥氣小比利	1428.184
9921	17692	Dukoo	1427.198
9978	17767	Aaaron	1426.024
9994	17788	水晶琉璃	1425.711
10130	17979	SCP173	1422.899
10158	18027	TMT	1421.98
10205	18095	shimra	1420.835
10225	18129	李宗儒	1420.216
10268	18184	傑哥	1419.134
10295	18218	智涵	1418.493
10330	18280	太鋼	1417.084
10343	18301	Arthur	1416.562
10541	18591	月	1410.822
10573	18640	紅	1409.622
10589	18658	Jeff	1409.228
10593	18663	古來丹	1409.137
10598	18671	大熊	1408.787
10701	18825	華哥	1404.136
10714	18840	此次的	1403.582
10760	18913	西瓜	1401.629
10805	18978	大狗勾	1399.551
10812	18992	Mead	1399.351
10895	19124	米絲朵	1394.459
11123	19445	西瓜	1380.361
11145	19476	Tucker	1378.777
11148	19480	ceba	1378.224
11182	19525	兔球	1375.721
11212	19561	紅玉	1373.41
11253	19614	夏美	1370.267
11266	19631	Jordan	1368.762
11436	19849	RB	1348.29
11475	19903	宋秉儒	1340.742
11574	20027	奇思	1319.868
